Time,Header.seq,Header.stamp.secs,Header.stamp.nsecs,Header.frame_id,IMU.header.seq,IMU.header.stamp.secs,IMU.header.stamp.nsecs,IMU.header.frame_id,IMU.orientation.x,IMU.orientation.y,IMU.orientation.z,IMU.orientation.w,IMU.orientation_covariance,IMU.angular_velocity.x,IMU.angular_velocity.y,IMU.angular_velocity.z,IMU.angular_velocity_covariance,IMU.linear_acceleration.x,IMU.linear_acceleration.y,IMU.linear_acceleration.z,IMU.linear_acceleration_covariance,MagField.header.seq,MagField.header.stamp.secs,MagField.header.stamp.nsecs,MagField.header.frame_id,MagField.magnetic_field.x,MagField.magnetic_field.y,MagField.magnetic_field.z,MagField.magnetic_field_covariance
1666913896.8520994,0,1666913896,851031064,IMU1_Frame,0,0,0,,0.0010090872238089597,0.030364718595650746,-0.10074794349849969,0.9944479963720603,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.021938,0.004956,-0.300722,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.234,-0.403,-9.687,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.0249,-0.0567,0.1273,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913896.8774762,0,1666913896,876779317,IMU1_Frame,0,0,0,,0.0011925387993971062,0.030362130146607266,-0.10445489952062707,0.9940653363186487,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.021647,0.00211,-0.298876,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.409,-0.485,-9.88,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.0249,-0.0538,0.1143,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913896.9024591,0,1666913896,901744842,IMU1_Frame,0,0,0,,0.0013926468226806623,0.030348024772394164,-0.108169649682268,0.9936681462212911,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.022074,0.00098,-0.298085,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.396,-0.721,-9.92,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.025,-0.0518,0.1272,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913896.9273498,0,1666913896,926683902,IMU1_Frame,0,0,0,,0.0016100004998833935,0.030330895323178706,-0.11188341851043329,0.9932570389127399,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.024298,-0.000127,-0.300744,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.479,-0.702,-9.816,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.0268,-0.0529,0.1191,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913896.952417,0,1666913896,951694965,IMU1_Frame,0,0,0,,0.0018506884697758576,0.03029224345776463,-0.11557917947099286,0.9928345321408273,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.027075,-0.000563,-0.297574,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.398,-0.903,-9.822,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.024,-0.0518,0.1225,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913896.9773526,0,1666913896,976660013,IMU1_Frame,0,0,0,,0.0021480794398700096,0.030218991923391263,-0.11925799869343114,0.9924009915500345,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.031112,-0.003265,-0.295595,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.45,-1.028,-9.761,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.0259,-0.0499,0.1249,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913897.0024407,0,1666913897,1631021,IMU1_Frame,0,0,0,,0.002435505922386896,0.03014509059554514,-0.12290893813990961,0.991957022632134,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.035687,-0.002937,-0.294021,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.366,-0.776,-9.852,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.0259,-0.0518,0.1249,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913897.02737,0,1666913897,26637554,IMU1_Frame,0,0,0,,0.0027096623260211734,0.0300447031231277,-0.12653211378005516,0.9915037053519635,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.032676,-0.003329,-0.293422,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.359,-0.78,-9.917,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.0251,-0.0429,0.126,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913897.0530813,0,1666913897,51885128,IMU1_Frame,0,0,0,,0.00301019878198917,0.029947957637147825,-0.13015433060255702,0.9910367847673751,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.028582,-0.004742,-0.291588,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.353,-0.832,-9.75,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.0297,-0.0461,0.1204,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913897.0772333,0,1666913897,76540708,IMU1_Frame,0,0,0,,0.0033411371807915875,0.029818816873720757,-0.1337759590760405,0.9905572511146825,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.034264,-0.00754,-0.292677,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.551,-1.026,-10.004,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.0279,-0.042,0.1214,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913897.1024687,0,1666913897,101601362,IMU1_Frame,0,0,0,,0.0036687730726335513,0.02967037991517175,-0.13739585090854692,0.9900649417149096,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.030792,-0.007017,-0.291546,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.477,-1.135,-10.009,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.0289,-0.0371,0.1249,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913897.1275928,0,1666913897,126906156,IMU1_Frame,0,0,0,,0.003950445248861073,0.029517535376532754,-0.14099535240293157,0.9895622363896088,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.024973,-0.010099,-0.290161,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.422,-1.067,-9.826,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.026,-0.042,0.1201,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913897.1522822,0,1666913897,151560306,IMU1_Frame,0,0,0,,0.004148037463414331,0.029392808452251274,-0.1446162170357851,0.989042469445448,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.019245,-0.006962,-0.29303,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.291,-1.13,-9.805,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.028,-0.0371,0.1202,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913897.1773722,0,1666913897,176626682,IMU1_Frame,0,0,0,,0.0042454044071355,0.029317208620804718,-0.1481974132300769,0.9885140386115,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.015609,-0.001129,-0.290908,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.445,-1.063,-9.875,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.028,-0.0391,0.1237,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913897.2024755,0,1666913897,201575756,IMU1_Frame,0,0,0,,0.004252226885443113,0.029290420010916883,-0.15175646185616865,0.9879746788997156,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.01033,0.000572,-0.291501,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.54,-0.8,-9.837,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.0271,-0.0321,0.1224,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913897.2274954,0,1666913897,226568937,IMU1_Frame,0,0,0,,0.004234417390316566,0.029276645868631292,-0.1553127417070408,0.9874223513671794,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.009551,-0.000909,-0.290534,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.339,-0.784,-10.085,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.0299,-0.0372,0.1214,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913897.2521544,0,1666913897,251494169,IMU1_Frame,0,0,0,,0.004225542091799735,0.02927075317624869,-0.1588327756762909,0.9868624611228713,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.007993,0.001505,-0.286828,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.352,-0.962,-10.077,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.0309,-0.0293,0.1238,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913897.2772686,0,1666913897,276579618,IMU1_Frame,0,0,0,,0.004259459691989331,0.02925824956538316,-0.16234346115875514,0.986291241193238,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.005767,-0.00143,-0.283353,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.4,-0.843,-10.015,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.0281,-0.0282,0.1212,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913897.302567,0,1666913897,301541328,IMU1_Frame,0,0,0,,0.0043609654243613035,0.029225656661318336,-0.1658627837210439,0.9857060312028068,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.009405,0.001987,-0.285219,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.408,-0.875,-9.902,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.027,-0.0351,0.1213,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913897.3284733,0,1666913897,327096462,IMU1_Frame,0,0,0,,0.004473827024835975,0.029155330228562024,-0.16938929594455962,0.9851077189883457,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.01506,-0.003173,-0.285757,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.555,-0.661,-9.893,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.0299,-0.0332,0.1214,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913897.35238,0,1666913897,351478815,IMU1_Frame,0,0,0,,0.004560467073270099,0.02908909776791721,-0.17291288621490522,0.9844969072129955,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.01632,-0.004112,-0.28823,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.402,-0.604,-9.733,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.0291,-0.0253,0.1189,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913897.3776398,0,1666913897,376640081,IMU1_Frame,0,0,0,,0.004578256670323259,0.029034896535789587,-0.17644083378234837,0.9838722714474712,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.007035,-0.003014,-0.287296,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.206,-0.649,-9.617,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.0319,-0.0293,0.1238,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913897.4024975,0,1666913897,401586294,IMU1_Frame,0,0,0,,0.004463701277304241,0.029040546858778073,-0.17992794855389402,0.9832408938496391,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.006889,0.002983,-0.284196,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.203,-0.728,-9.419,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.031,-0.0214,0.119,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913897.4274151,0,1666913897,426640033,IMU1_Frame,0,0,0,,0.0042972902727178705,0.029057054011536663,-0.1833941321505638,0.9826005359255735,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.016004,0.001732,-0.280049,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.323,-0.889,-9.515,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.03,-0.0253,0.1189,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913897.4523263,0,1666913897,451439857,IMU1_Frame,0,0,0,,0.004138862442468645,0.029073575445758934,-0.18683257880922155,0.9819527404737858,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.001517,-0.000972,-0.279346,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.341,-0.745,-9.576,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.0291,-0.0253,0.1236,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913897.477097,0,1666913897,476387023,IMU1_Frame,0,0,0,,0.004078776641514949,0.029054690167608768,-0.19022908516698742,0.9813012196654523,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.00906,-0.000957,-0.277157,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.394,-0.638,-9.676,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.031,-0.0224,0.1237,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913897.5026395,0,1666913897,501468896,IMU1_Frame,0,0,0,,0.00418900542318575,0.02900288514866458,-0.1936027172426851,0.9806422756351403,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.020676,-0.000917,-0.276089,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.397,-0.89,-9.662,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.0301,-0.0204,0.1201,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913897.5272603,0,1666913897,526437520,IMU1_Frame,0,0,0,,0.004400538612306923,0.02893019239594034,-0.19694288845404603,0.9799781517540239,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.02648,0.000813,-0.271826,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.286,-0.914,-9.819,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.032,-0.0205,0.1202,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913897.5530484,0,1666913897,551530838,IMU1_Frame,0,0,0,,0.004618618023819879,0.028890579450465557,-0.2002805224013133,0.9793016466509301,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.023513,0.002357,-0.271604,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.349,-0.586,-9.978,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.0282,-0.0223,0.1212,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913897.5770519,0,1666913897,576332330,IMU1_Frame,0,0,0,,0.004760890675163635,0.028874431890948432,-0.20359642069263179,0.9786174424074522,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.013765,0.003073,-0.27089,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.539,-0.23,-9.875,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.032,-0.0175,0.1201,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913897.6021507,0,1666913897,601324081,IMU1_Frame,0,0,0,,0.0048591274266030215,0.028902621181389608,-0.20690821733576534,0.9779212734000794,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.00828,0.007139,-0.271428,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.455,-0.507,-9.869,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.0311,-0.0165,0.1177,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913897.6272936,0,1666913897,626386880,IMU1_Frame,0,0,0,,0.004935443837234522,0.028953077557288192,-0.21020821805846038,0.9772153630366124,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.007873,0.005716,-0.26909,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.397,-0.768,-9.876,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.0311,-0.0165,0.1177,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913897.65234,0,1666913897,651354789,IMU1_Frame,0,0,0,,0.005004486325372711,0.029013906478146088,-0.21347140003308038,0.9765055605143338,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.008972,0.004665,-0.267513,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.506,-0.949,-9.977,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.0311,-0.0185,0.1224,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913897.677407,0,1666913897,676431179,IMU1_Frame,0,0,0,,0.005078215177952658,0.029055763131215603,-0.21671553556840498,0.9757890914550995,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.01343,0.003414,-0.266258,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.367,-0.922,-9.975,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.0293,-0.0075,0.1199,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913897.7031004,0,1666913897,701570034,IMU1_Frame,0,0,0,,0.005193477831118226,0.029043433441114264,-0.21995061612973413,0.9750647328388612,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.017851,0.000316,-0.266144,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.427,-0.892,-9.603,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.0302,-0.0135,0.1223,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913897.727939,0,1666913897,726801156,IMU1_Frame,0,0,0,,0.0053565430319774295,0.028966010270422324,-0.22318545699459777,0.9743308111118486,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.022135,-0.003439,-0.26655,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.408,-0.876,-9.51,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.0292,-0.0154,0.1211,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913897.7521188,0,1666913897,751268148,IMU1_Frame,0,0,0,,0.005563947026166545,0.028850530633150785,-0.22641105929958952,0.9735885792276496,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.026734,-0.004609,-0.266567,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.589,-0.808,-9.673,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.0302,-0.0076,0.1187,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913897.7772162,0,1666913897,776279211,IMU1_Frame,0,0,0,,0.005769141840529046,0.028725406044496755,-0.2296512166640482,0.9728318902743294,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.022525,-0.005229,-0.266678,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.465,-0.697,-9.649,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.0302,-0.0125,0.1212,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913897.8028095,0,1666913897,801579475,IMU1_Frame,0,0,0,,0.005956849243550811,0.028603248943592736,-0.2328968033764344,0.9720624717959226,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.019887,-0.006197,-0.267333,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.466,-0.457,-9.735,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.0302,-0.0125,0.12,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913897.8274438,0,1666913897,826874732,IMU1_Frame,0,0,0,,0.00610192274726235,0.0284903570684901,-0.23615549960607915,0.9712783566510166,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.01809,-0.006909,-0.26938,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.585,-0.725,-9.987,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.0322,-0.0047,0.1188,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913897.852265,0,1666913897,851181030,IMU1_Frame,0,0,0,,0.006201264792530778,0.028414865406336993,-0.23939291615086997,0.9704870794790084,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.017761,-0.001738,-0.266913,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.458,-0.764,-10.01,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.0311,-0.0096,0.1165,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913897.8777094,0,1666913897,876969575,IMU1_Frame,0,0,0,,0.006263471101462257,0.02837516511445287,-0.24260085070954795,0.9696909023856479,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.013118,-0.000142,-0.267116,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.308,-0.534,-9.924,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.0312,-0.0056,0.1164,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913897.9020545,0,1666913897,901153087,IMU1_Frame,0,0,0,,0.006329405209258307,0.02838834986878548,-0.24578856392061185,0.9688870017020909,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.013306,0.0019,-0.264821,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.288,-0.529,-10.001,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.0303,-0.0007,0.1187,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
